clave,dua,aduana,anio,correlativo,fecha,ruc,agente,partida,canal,n_series,fob,cif,peso_neto,peso_bruto
118-2026-434115-4011101000,118-2026-434115,118,2026,434115,2026-08-31,20318171701,8359,4011101000,VERDE,42,94109.64,101416.18,19460.0,19460.0
118-2026-434270-4011101000,118-2026-434270,118,2026,434270,2026-08-31,20318171701,6437,4011101000,VERDE,27,141269.5,177358.13,63317.5,66650.0
118-2026-434490-4011101000,118-2026-434490,118,2026,434490,2026-08-31,20100025915,7332,4011101000,VERDE,7,32911.8,40155.47,11750.0,11750.0
118-2026-434896-4011101000,118-2026-434896,118,2026,434896,2026-08-31,20100084768,1225,4011101000,VERDE,40,209777.98,213422.4,45259.56,45810.0
118-2026-435244-4011101000,118-2026-435244,118,2026,435244,2026-08-31,20603230052,9637,4011101000,VERDE,11,72148.22,74558.16,10479.15,10479.15
118-2026-435979-4011101000,118-2026-435979,118,2026,435979,2026-09-01,20140441083,6171,4011101000,VERDE,11,25930.4,31969.35,10592.5,11150.0
118-2026-437145-4011101000,118-2026-437145,118,2026,437145,2026-09-01,20381499627,4920,4011101000,VERDE,7,119392.65,146401.49,47426.07,47426.07
118-2026-437270-4011101000,118-2026-437270,118,2026,437270,2026-09-01,20100012856,4303,4011101000,VERDE,14,41434.23,43129.74,9552.23,9552.23
118-2026-437386-4011101000,118-2026-437386,118,2026,437386,2026-09-02,20140441083,2585,4011101000,VERDE,40,54883.34,62606.59,9131.08,9131.08
118-2026-437501-4011101000,118-2026-437501,118,2026,437501,2026-09-02,20254009254,1874,4011101000,VERDE,27,25008.54,31456.22,9708.05,10219.0
118-2026-437558-4011101000,118-2026-437558,118,2026,437558,2026-09-02,20140441083,2585,4011101000,VERDE,71,169483.25,192125.5,28530.0,28530.0
118-2026-437765-4011101000,118-2026-437765,118,2026,437765,2026-09-02,20446389328,1874,4011101000,NARANJA,28,58680.86,69856.86,23037.5,24250.0
118-2026-438218-4011101000,118-2026-438218,118,2026,438218,2026-09-02,20549272585,5794,4011101000,VERDE,42,28478.4,33789.93,13020.0,13020.0
118-2026-438250-4011101000,118-2026-438250,118,2026,438250,2026-09-02,20549272585,5794,4011101000,VERDE,28,26667.6,32215.83,12180.0,12180.0
118-2026-439049-4011101000,118-2026-439049,118,2026,439049,2026-09-02,20100012856,4303,4011101000,VERDE,8,54430.73,56321.19,13257.71,13257.71
118-2026-439061-4011101000,118-2026-439061,118,2026,439061,2026-09-02,20100012856,4303,4011101000,VERDE,16,108430.05,112204.49,26164.31,26164.31
118-2026-439128-4011101000,118-2026-439128,118,2026,439128,2026-09-02,20167930868,6892,4011101000,VERDE,85,218454.51,227079.4,27598.32,27598.32
118-2026-439834-4011101000,118-2026-439834,118,2026,439834,2026-09-02,20100012856,4303,4011101000,VERDE,14,41621.26,43319.57,9461.52,9461.52
118-2026-439850-4011101000,118-2026-439850,118,2026,439850,2026-09-02,20100012856,4303,4011101000,VERDE,29,94787.91,98357.72,22121.94,22121.94
118-2026-439856-4011101000,118-2026-439856,118,2026,439856,2026-09-03,20100012856,4303,4011101000,VERDE,36,84436.2,87931.8,19638.24,19638.24
118-2026-439914-4011101000,118-2026-439914,118,2026,439914,2026-09-03,20318171701,8359,4011101000,VERDE,27,73706.21,75204.03,9100.0,9100.0
118-2026-440355-4011101000,118-2026-440355,118,2026,440355,2026-09-03,20101130160,5910,4011101000,VERDE,54,32555.69,37705.69,11480.0,11480.0
118-2026-440402-4011101000,118-2026-440402,118,2026,440402,2026-09-03,20318171701,8359,4011101000,VERDE,37,68362.2,78447.4,17810.0,17810.0
118-2026-440889-4011101000,118-2026-440889,118,2026,440889,2026-09-03,20492565319,7396,4011101000,VERDE,22,40250.25,46318.42,10589.98,11147.35
118-2026-442550-4011101000,118-2026-442550,118,2026,442550,2026-09-04,20297970489,3307,4011101000,VERDE,18,57274.8,66933.79,31160.0,31160.0
118-2026-442605-4011101000,118-2026-442605,118,2026,442605,2026-09-04,20140441083,2585,4011101000,VERDE,11,50586.8,62645.6,23400.0,23400.0
118-2026-442853-4011101000,118-2026-442853,118,2026,442853,2026-09-04,20318171701,8359,4011101000,VERDE,20,70219.72,72380.89,9880.0,9880.0
118-2026-442924-4011101000,118-2026-442924,118,2026,442924,2026-09-04,20297970489,3307,4011101000,VERDE,5,35409.0,40245.47,16460.0,16460.0
118-2026-443085-4011101000,118-2026-443085,118,2026,443085,2026-09-04,20297970489,3307,4011101000,VERDE,8,86539.8,101028.94,48630.0,48630.0
118-2026-443381-4011101000,118-2026-443381,118,2026,443381,2026-09-04,20549272585,5794,4011101000,VERDE,32,27541.5,33090.91,11160.0,11160.0
118-2026-443780-4011101000,118-2026-443780,118,2026,443780,2026-09-04,20318171701,6496,4011101000,VERDE,52,199957.29,227096.07,78026.0,78026.0
118-2026-444029-4011101000,118-2026-444029,118,2026,444029,2026-09-05,20318171701,6496,4011101000,VERDE,8,175241.49,202367.26,87219.0,87219.0
118-2026-444143-4011101000,118-2026-444143,118,2026,444143,2026-09-05,20318171701,6496,4011101000,VERDE,34,226341.5,253494.17,106557.0,106557.0
118-2026-444219-4011101000,118-2026-444219,118,2026,444219,2026-09-05,20603590687,3237,4011101000,VERDE,25,30687.96,35738.28,11670.0,11670.0
118-2026-444591-4011101000,118-2026-444591,118,2026,444591,2026-09-07,20318171701,6496,4011101000,VERDE,31,214742.99,241889.55,92003.0,92003.0
118-2026-445084-4011101000,118-2026-445084,118,2026,445084,2026-09-07,20492565319,7026,4011101000,VERDE,8,45078.0,51605.29,10748.42,10748.42
118-2026-445229-4011101000,118-2026-445229,118,2026,445229,2026-09-07,20101130160,5910,4011101000,VERDE,43,49892.7,53542.7,9447.0,9447.0
118-2026-445356-4011101000,118-2026-445356,118,2026,445356,2026-09-07,20318171701,6496,4011101000,VERDE,84,280012.25,301929.6,60250.0,60250.0
